clr 0.20579941733954932 0.04118503177852181 0.5054617610202634 0.48145136435007596 0.037133831846159475 0.5309278629024844
scl 0.20575711712493408 0.04117468174733909 0.5053400409296733 0.48132837719706284 0.03712507690398896 0.5308358060226824
sec 0.2057952880859375 0.0411834716796875 0.5054931640625 0.4814605712890625 0.037139892578125 0.53094482421875
clr 0.975629719576196 0.05065484841960259 0.9083008361896681 0.4808498711551362 0.9978374664875658 0.3569135883772891
scl 0.9755305451246977 0.050645516850284004 0.908133399088194 0.48077276846841105 0.9977359018822761 0.3568687291117333
sec 0.9756622314453125 0.0506439208984375 0.90826416015625 0.4808502197265625 0.9978179931640625 0.356903076171875
clr 0.09580427490245898 0.6448425515057098 0.28179349235139595 0.31571105451524756 0.6176555271301778 0.5717962200567297
scl 0.09578901322117184 0.6447692552866364 0.2817355916245642 0.31564587908343034 0.6175577128029893 0.5716527613871414
sec 0.0958099365234375 0.64483642578125 0.28179931640625 0.315704345703125 0.617645263671875 0.57177734375
clr 0.0885566713226393 0.35984785288665144 0.00848839874125858 0.5190830450588042 0.8048318135531293 0.7893353573113426
scl 0.08854286559807771 0.35978231691810153 0.008486050697412883 0.519009124929039 0.8047879072947853 0.7892832477590711
sec 0.0885467529296875 0.3598785400390625 0.00848388671875 0.5190887451171875 0.804840087890625 0.789337158203125
clr 1.2178608220284999 0.16873119041506446 0.24758848645391418 1.0890054243000313 0.2565552608953168 0.029225736425825623
scl 1.2176544423048765 0.16869087936489044 0.24753642008413346 1.088914512112099 0.25652954431993014 0.029220851019811495
sec 1.217864990234375 0.1687164306640625 0.2475738525390625 1.0889892578125 0.2565460205078125 0.02923583984375
clr 0.5872520737283811 0.10171312129688743 0.30804389583470315 0.7985845660020021 0.6322966516849045 0.30403544770920765
scl 0.5870505013617875 0.10167385352261007 0.30795518009509193 0.7983816673699504 0.6320882557394972 0.3039408740491871
sec 0.587188720703125 0.101715087890625 0.308013916015625 0.7985382080078125 0.63226318359375 0.30401611328125
clr 0.33195337306579187 0.530170315993892 0.09706714635406641 1.3131254906795695 0.28371077767679664 0.6704360346914303
scl 0.33190703153154955 0.5300773292088256 0.09704993076090737 1.3129245744679046 0.2836608743379888 0.6702490709411535
sec 0.3319549560546875 0.5301666259765625 0.0970611572265625 1.3131256103515625 0.283721923828125 0.6704559326171875
clr 0.303599364474726 0.20051998094513368 0.8357451519405612 0.416121145490264 0.9736176387946455 0.39724125909945884
scl 0.3035247813662433 0.20045998658524009 0.8354709526794631 0.4160480361214257 0.9734359712272544 0.3971744155586184
sec 0.303619384765625 0.200531005859375 0.83575439453125 0.4161224365234375 0.9736175537109375 0.397247314453125
clr 0.9200973872734357 0.28052748644619013 0.22614072472862345 0.047794352174545904 0.5345341770433639 0.39312158402461295
scl 0.9199754551496874 0.280459719933739 0.22605854365511474 0.047774653880090404 0.5344447769229543 0.3930393768349319
sec 0.9201202392578125 0.2805328369140625 0.2261505126953125 0.0478057861328125 0.5345306396484375 0.3931427001953125
clr 0.0675414955344165 0.6037882036914212 0.6086770247312083 0.06402486563713797 0.8078712883017682 0.21157201028658318
