clr 0.5162591212858699 1.2390175383447415 0.3905545716628004 0.21722607438748004 0.428221104538128
scl 0.5161786508339417 1.2389006882939873 0.390511521971495 0.21718591625443914 0.4281376104316773
sec 0.516265869140625 1.239044189453125 0.39056396484375 0.2172393798828125 0.4282379150390625
clr 1.2894979670350646 1.1734102862369409 0.04214878428767878 0.4472708575714085 0.28871985777161197
scl 1.2892430071361176 1.173240714723752 0.04214253431343647 0.44719899773945876 0.2886418104034046
sec 1.2894287109375 1.1733551025390625 0.042144775390625 0.4472503662109375 0.2886810302734375
clr 0.6609882715930103 0.5558529927132095 0.3702203121912746 0.015327708884305513 0.2284293898984746
scl 0.6609086831574749 0.5557766276628411 0.37018556180650075 0.015325387219830476 0.22841758704586798
sec 0.6609954833984375 0.55584716796875 0.370208740234375 0.0153350830078125 0.228424072265625
clr 0.43476717829668354 0.2782015182963408 0.5248333340175382 0.37243574242269456 0.6768020130747101
scl 0.43470706775830276 0.2781856217620447 0.5248042264222093 0.37238132898165804 0.6767767198896827
sec 0.4347686767578125 0.2781982421875 0.524810791015625 0.372406005859375 0.6768035888671875
clr 0.6222203859544295 0.45499721750366506 0.8873431882056148 0.5606248468558319 0.18293119243623018
scl 0.6221049990524817 0.45494079524147574 0.8872663975693639 0.5605329312555496 0.18291141398134955
sec 0.6221923828125 0.454986572265625 0.8873138427734375 0.5606231689453125 0.18292236328125
clr 0.14282056561716677 0.04299971480925867 1.057860314038813 0.5008370330971225 1.1314738393653436
scl 0.14279021460546087 0.04299244321702393 1.0575810903938219 0.5007304907491701 1.1312694191588533
sec 0.1428070068359375 0.0429840087890625 1.0577850341796875 0.5008087158203125 1.1314239501953125
clr 1.412136519512884 1.250651627823438 0.0591472275938265 0.02908680706001249 0.5185134259744197
scl 1.4119346765408554 1.2504117616156718 0.05913860727098805 0.029082642357294908 0.518419125608767
sec 1.41217041015625 1.2506561279296875 0.05914306640625 0.0290985107421875 0.5185089111328125
clr 0.32314512305592624 0.19534450674619933 0.22511214211114305 0.727872488129423 2.3889484586036684
scl 0.32305958251911954 0.19529206883107658 0.22505086270988753 0.7276631008259239 2.3882684897567494
sec 0.3231353759765625 0.195343017578125 0.2251129150390625 0.7278594970703125 2.3889007568359375
clr 1.0164174807965265 0.6503950164225126 0.21039354821716014 0.033834037593630205 0.2459292952499505
scl 1.0163404484455638 0.6503609540185259 0.21033328787826863 0.03382750031171233 0.24589508126461665
sec 1.0164337158203125 0.650390625 0.21038818359375 0.033843994140625 0.245941162109375
clr 1.628650577272344 0.16058644512103543 0.33345718410842395 0.2127980190759093 0.03303999497411268
scl 1.6283419670128882 0.16054764541853764 0.3333801523243225 0.21275661895435055 0.03303462201324426
sec 1.6285858154296875 0.1605682373046875 0.33343505859375 0.212799072265625 0.0330352783203125
