clr 0.6205005370882342 0.5916963387827796 0.9767573308822427 0.42157210358429353 0.2768658352685322 0.7828197323825042 0.15876871310502214
scl 0.6203297879450498 0.5915645467697354 0.9764920059975801 0.421436498766015 0.27680867436979034 0.7826394383059007 0.15869661493264042
sec 0.620513916015625 0.5917205810546875 0.9766998291015625 0.42156982421875 0.27685546875 0.7827911376953125 0.15875244140625
clr 0.5252018450423173 0.8084092738752786 0.13067068762605705 0.699181247720776 0.02748264867033022 0.5149208497495696 0.6805694950973088
scl 0.5249825628391994 0.8082255597941594 0.13064079334002915 0.6989953532894516 0.027472496007902435 0.5148347359629266 0.6804425518117284
sec 0.5251617431640625 0.8083953857421875 0.1306610107421875 0.6991729736328125 0.0274810791015625 0.514923095703125 0.680572509765625
clr 0.5187333500039402 0.0623487418764195 0.7338428454333041 0.3431997327881337 0.003563579953607403 0.25281016415136504 0.6939654744192361
scl 0.5186089026407665 0.06234062407819077 0.7337004659233125 0.3431127857239263 0.003562899544419139 0.25274701854587495 0.6938416259887564
sec 0.5187225341796875 0.062347412109375 0.7338104248046875 0.3431854248046875 0.0035552978515625 0.2527923583984375 0.6939697265625
clr 0.18001039335239744 0.8913832504416205 0.4735633234316319 0.6819546954955702 0.5345616733496548 0.24600476313608097 0.36312343587020995
scl 0.17997618732517953 0.8912294658167745 0.4734211467225043 0.6818498925989118 0.5344680907761123 0.2459536481490727 0.36303230508680795
sec 0.1800079345703125 0.891357421875 0.473541259765625 0.68194580078125 0.5345306396484375 0.246002197265625 0.3631134033203125
clr 0.5763143721051474 0.7200651710360139 0.5369913297839077 0.1142013458508791 0.194716381748139 0.23392492660692474 0.3448176124926465
scl 0.5762377500232994 0.7199787413643096 0.5369119099041427 0.11418709414863484 0.19468473316566734 0.23390145922745362 0.3447598628931795
sec 0.5762939453125 0.720062255859375 0.5369873046875 0.11419677734375 0.1947174072265625 0.233917236328125 0.3448028564453125
clr 0.24628955989262546 1.942495823316166 0.1607714342301054 0.40429640733225525 0.227353345943928 0.32112609008802434 0.6817527859992136
scl 0.24624486439995313 1.9420956490516412 0.16073524204787 0.4041414514871456 0.22728436690181564 0.3210740798722048 0.681593900565806
sec 0.2462921142578125 1.9424591064453125 0.1607666015625 0.4042816162109375 0.22735595703125 0.321136474609375 0.6817626953125
clr 1.017916185514838 0.4530967144062892 0.24862223712468454 0.47350791848664764 1.1285562200628643 0.9126862757857749 0.3062283260938802
scl 1.0178513193321606 0.4530249671324173 0.2485825125988792 0.4733861791788453 1.1284418195811 0.9125742273204713 0.3062004493163365
sec 1.017913818359375 0.4530792236328125 0.2486114501953125 0.4735107421875 1.1286468505859375 0.91265869140625 0.3062286376953125
clr 1.112001468824241 0.22767517839371876 0.46997169544477013 1.2928444051934025 0.0432039950630847 0.317890710208027 0.2502017124996792
scl 1.111813162146104 0.22764971532608316 0.469864416886311 1.2926404635508635 0.043192858868689676 0.3178420135826186 0.2501302674062767
sec 1.1120452880859375 0.227691650390625 0.470001220703125 1.2928924560546875 0.0431976318359375 0.317901611328125 0.250213623046875
clr 0.391558356876414 0.40929512647946426 0.5008217485970464 0.24667950777952574 0.07783921239689956 0.07498871570261532 0.6624151329910888
scl 0.3915047544737361 0.409243205780798 0.5007268361034701 0.24661903714919564 0.07781247366655074 0.0749668665505609 0.6623391859342569
sec 0.391571044921875 0.4093017578125 0.5008087158203125 0.2466888427734375 0.0778350830078125 0.0749969482421875 0.66241455078125
clr 0.4194562724552291 0.2742999447913407 0.7101807819577686 0.6102767667021092 0.33282919975411746 0.5210633959652119 0.12918374912498704
scl 0.41938796960483443 0.2742517247199737 0.710125820300435 0.6102316679019858 0.3327865372779777 0.5209596880358918 0.12915787911751997
sec 0.4194488525390625 0.2743072509765625 0.7101593017578125 0.6102752685546875 0.3328399658203125 0.521087646484375 0.1291961669921875
