clr 1.3763471775472491 0.19536419534239735 0.34880298390793946 0.1591913637990527 0.48072159358238187 0.6664145711637189 0.7931817378020107 0.13523962700839318 0.1700859607898452
scl 1.3760077845155902 0.19526550831217973 0.34865822941593005 0.1591297876448906 0.48062405537892766 0.6662088604115306 0.7929527962692535 0.1351797933547012 0.17000903177846702
sec 35883140097593.61 61703380476105.71 50587583643328.516 -27537380070838.625 8683740394465.167 -26698200355067.676 22699513998867.633 60250951319039.32 9928649973659.861
clr 0.982763130863614 0.37707506826923626 0.22535644205902103 0.39672679167699726 0.9437971452131437 0.35641718889514223 0.3016690431738862 0.35773739126836673 0.20547010723687378
scl 0.9825264040340657 0.37698586340203505 0.22531249474384152 0.3965726389930978 0.9436007797947615 0.35628799046850673 0.3015850650395176 0.3575769231805522 0.20537089141195633
sec 13556295130318.607 -12239287501664.264 -13725914331324.805 -40699586826810.875 67124457114967.8 -53738957623972.14 28417203611300.914 27149412507865.008 -64833550027124.48
clr 0.0778566927311874 0.6780523675842715 0.08360994608863995 0.3099306601868639 1.290838881186125 0.9801375960229457 0.16350750358614158 1.267245733413438 0.05972887426616943
scl 0.07783910271908928 0.6778958234417293 0.08359052255712546 0.3098459834908777 1.290636663792689 0.9798838094600674 0.16347040503518603 1.2668936257665815 0.05971172266028381
sec 18193647497905.285 13136797641904.182 21318100029949.473 -9255134731415.53 4037203903126.3267 -52894571303948.06 -58589514872935.45 32704926464766.613 -9267441121700.559
clr 0.6583270807775994 0.07979621427838943 0.39805605282421636 0.34512489527894386 0.6567367686686911 0.6255229419217926 0.05668261381136557 0.7005239851680405 0.5343171697890315
scl 0.6582078073542591 0.07976505371089132 0.39793502271448516 0.3450877975005234 0.6566058594692008 0.6253463822934667 0.05667368335568294 0.7003960598698523 0.5342433757523941
sec 39998997846239.28 -54225692426579.086 -42362506727164.445 52318727659273.59 46431286391429.84 -945965245621.6096 338051567605.9072 -39757439426546.96 39839755472628.75
clr 0.28316062885974375 0.08672713677773312 0.8654443219278994 1.3374493468684028 0.25290720353421237 0.7885507639772044 0.7835456613745527 0.42232821851719937 0.3346840234087181
scl 0.28308251594558426 0.08670757753268137 0.8652827179050893 1.3371320635057555 0.2528573027695993 0.7882906922566713 0.7832603267720789 0.42218450208895086 0.33457989009131217
sec 55922558492270.086 -5702738438957.757 -31344916230127.28 56127681965729.13 -39949198906566.484 -7472470091469.154 -28505215212755.586 5427467988763.105 -28873130318911.44
clr 0.13962374769835514 1.1414928794498955 0.34755921763686315 0.7515174338400756 0.43570047904788484 0.3372498713969049 0.971384889092915 0.8797013667188898 0.2211094144758537
scl 0.1395885031154154 1.1412239407309297 0.3474700832179725 0.7513879153747323 0.43557893458641883 0.33712775498184966 0.9712181317196399 0.8794314395898281 0.22105794011020385
sec -17746301593274.105 -17426391008727.223 48988920266557.305 47418252202547.99 -34929714635367.266 32841039720822.355 -58278900583408.4 -70302124098509.25 -28300143003511.23
clr 0.22973255604842324 0.4297716958696491 0.077124171859792 0.11526667758530337 1.1861550064428394 0.4077106192359261 0.14554155332220164 1.9754067679179501 0.47387693018211363
scl 0.2296651696954758 0.4296209235155694 0.07710016765667059 0.11523862852357948 1.1858554898388414 0.40760534404706206 0.14546868863497175 1.9749016728751065 0.47363641277862034
sec -54732864580259.7 -23211329776747.547 -57123636230902.14 5289423687362.092 -50412453659735.83 32599295575778.805 20513872347138.594 -44162814416169.45 58499394240865.06
clr 0.4216522028691874 0.49782146833125834 0.3129069770442331 0.6433894858919194 0.5989915459016818 0.7655139879506544 0.12136068561702237 0.7133858387411446 0.7395060135184356
scl 0.42159971170613036 0.4976436925780641 0.3127785412337047 0.6432927575390436 0.5989014239202368 0.7653159617843777 0.1213378780022997 0.7132382416148461 0.7393702325860751
sec 51145281651438.695 18231333104592.8 33647794211258.44 57315802210432.79 53498352059122.5 -57828520302222.43 48800541447908.984 19109140554922.68 -14845674009852.365
clr 0.7971419534476402 0.5749332802979732 0.1522004209877167 0.46257047227934994 0.23833847687063928 0.75054142927111 0.17725095232746563 1.1025058655476174 1.2248388373395511
scl 0.7970033039526049 0.5747860707909324 0.15215074316588015 0.4624999023656501 0.23831084990030751 0.7504713770754574 0.17713449658962355 1.1023744874244186 1.2246778614182368
sec -60767705541209.27 2684864598267.413 24507087060629.797 19124423317525.387 3463780733329.7134 -29705568843657.527 -21694905279722.22 20894660737141.6 6682330002661.465
clr 0.8533573431016103 0.41155478819047303 0.44389668592827813 0.8496677890957594 0.5855592256751646 0.19655724607159464 1.139406525741217 0.7113837087755039 0.034412114759973536
scl 0.853170185308725 0.41145166505870334 0.44380662441792457 0.8495254025883947 0.5853784451813683 0.19649439434718077 1.1391676112835165 0.7111924770320919 0.03440461847922707
sec -48599741111813.83 37908917406658.47 -64156667249343.56 -8564258316031.713 45856659939917.11 50562611797471.09 -36414879337141.27 22371685313284.32 -30728659345248.293
