clr 0.6652655011384634 0.5235864000020697 0.7714689907755532 0.5265205054864293 0.1982375364472829 0.811878119066489 0.30820640051494375 0.18868357132685798
scl 0.6650980349972916 0.5235063238543088 0.7713282102339047 0.5263965922301221 0.1981931731474681 0.8117493808679245 0.3081478902920482 0.18860894491438196
sec 0.6661376953125 0.524261474609375 0.7724456787109375 0.527191162109375 0.1985015869140625 0.8129119873046875 0.30859375 0.188934326171875
clr 0.5762508012514425 0.006466319061224096 0.8768985676448262 0.23772595379108916 1.660464226852067 0.32602057053422007 0.7461971771476976 1.1235323690458334
scl 0.5760831722246497 0.006464825844698781 0.876680479863881 0.23767464340644623 1.660092835427056 0.32593516915273624 0.7460423115453585 1.123280791786297
sec 0.577301025390625 0.0064697265625 0.8783721923828125 0.2381439208984375 1.66326904296875 0.3265838623046875 0.7474822998046875 1.125457763671875
clr 0.2619043852082696 0.920588624146128 1.2688294496436114 0.36397370659661676 0.3862088692645353 0.14893894572063826 0.35567915176955645 0.5912872225116433
scl 0.2618613607879005 0.9203644586640203 1.2686588536111376 0.36382731898282394 0.3861341033464999 0.14889961712709776 0.3556390123684072 0.5911696279389578
sec 0.2618865966796875 0.9205780029296875 1.2687530517578125 0.36395263671875 0.386199951171875 0.1489410400390625 0.35565185546875 0.59124755859375
clr 0.2521298061112581 0.007683354063107088 0.7058516954323204 0.4568241658672076 0.22020498077337713 0.3942368246135933 1.1868694884424495 0.12002338195597212
scl 0.25207553148754136 0.00768204928844951 0.705611112463638 0.456697387657694 0.22012017436038428 0.3941556498507452 1.18655541996346 0.11997018705033492
sec 0.2519989013671875 0.0076751708984375 0.7054595947265625 0.4565582275390625 0.2200927734375 0.39404296875 1.1862335205078125 0.119964599609375
clr 1.1270040365418161 0.410155546144783 0.34845419275679634 0.8372644973198544 0.30084763435594625 0.36770956665699045 0.14174890689100328 0.4483291131201248
scl 1.1268552151037055 0.41004273277839376 0.3483959112281123 0.8371714122315622 0.3008116638102719 0.3675934772861299 0.14173370641795474 0.44824630988787956
sec 1.12799072265625 0.4105224609375 0.3487701416015625 0.8379974365234375 0.301116943359375 0.36798095703125 0.141876220703125 0.44873046875
clr 1.2055335055227838 0.3893407785519497 0.15838231529986802 0.3823289133481862 0.7027107197387494 0.8558881603579216 0.08377666146705992 0.7075517507651092
scl 1.2053701741183582 0.3892518400888732 0.15831555313460163 0.38228737188332956 0.7026171369275084 0.8557659508072906 0.0837529128355731 0.7074273074652992
sec 1.20806884765625 0.39013671875 0.15869140625 0.38311767578125 0.7042083740234375 0.857696533203125 0.083953857421875 0.7090606689453125
clr 0.255280100127283 0.3272904422442192 0.9108761346898923 0.5781346581448676 0.9923783627423413 0.10530804590026771 0.4530125701032206 0.5475129615963242
scl 0.2552408447631856 0.32721120728590186 0.9107670372900577 0.5780530436761933 0.9922418599099895 0.10526786174206738 0.4528741414054852 0.5473550754113803
sec 0.255126953125 0.327117919921875 0.9103546142578125 0.5778045654296875 0.9918212890625 0.1052398681640625 0.452728271484375 0.5471954345703125
clr 0.07550058908897406 0.6557408933097785 0.6012253147008652 0.8478667204993264 1.1767191321003203 0.08111686911908153 0.5024487920256193 0.11202975190916367
scl 0.07548480463055257 0.6555026213431265 0.6010022841441474 0.8476021702251018 1.1765568227667198 0.08109926790445167 0.502289580442391 0.11200976675033354
sec 0.075408935546875 0.65496826171875 0.60052490234375 0.8468475341796875 1.17535400390625 0.081024169921875 0.5018463134765625 0.111907958984375
clr 0.16451631537170247 0.4488816389245124 0.2818470806005212 0.030305770635153464 0.4309342685581127 0.016994882883807585 0.28525985861422565 0.7440507532629943
scl 0.16448125585073384 0.4487355791344727 0.2817885495961348 0.030300902828187818 0.43077080549431124 0.016989994919457765 0.2851771783146933 0.743929529727763
sec 0.1646270751953125 0.4492034912109375 0.28204345703125 0.03033447265625 0.4312591552734375 0.0170135498046875 0.285430908203125 0.7445068359375
clr 0.3507268889249492 0.2678615503106126 1.2683981038696865 0.396866048436229 0.6384657258413964 0.7729670738205757 0.3470821588226747 0.14353274824979462
scl 0.35061513487667906 0.267746860562596 1.2682106484011588 0.3968174123053564 0.6383088301525198 0.7728795207025615 0.3469993072336864 0.14350433269822216
sec 0.3503570556640625 0.267547607421875 1.2670135498046875 0.3964385986328125 0.6377716064453125 0.7721099853515625 0.3466796875 0.14337158203125
