clr 0.45241770672161885 0.15140477745499947 0.4922648791816183 0.44581119273624764 0.5732560613791932 0.8652523123238597 0.6727710167188543 0.06613942050972496 0.3979155738103387 1.450388769186707
scl 0.45231635005029736 0.15133647127747876 0.49209940729688534 0.44571523705900434 0.5730826356443892 0.8651226776686957 0.6726598308266114 0.06612680754077929 0.39784576493503027 1.4501725678310735
sec -13043858339036.13 68315076511637.875 61883121999772.34 -53973421516161.29 -59960203421310.47 2956689862667.362 20158356202495.57 44909885110199.74 21922851185780.426 69199152620641.75
clr 0.7657479248749256 0.501871538809633 0.08211910724030648 0.9309652151872571 0.7487742046874137 0.09538952100740741 0.5880165914521595 0.652676677385739 0.26698183799288605 0.01266563707409143
scl 0.7656062242452282 0.5017337028166902 0.08208323230589751 0.9308304146173472 0.7486968780999305 0.09530957855417774 0.5879334908857934 0.6525912760352787 0.2668585161864525 0.012653408462221518
sec 39025496947873.945 -44874901092582.234 -25814909271326.754 -55462408049777.59 -58720181605405.45 -11442945501829.031 -52770328103112.625 42356544339352.32 -48983935562289.65 3349892294434.1875
clr 0.6366382724682718 0.2796939623286214 0.4316112199835105 0.641355788285074 0.18278905020424493 0.5169261936029724 0.7172796915056231 0.0951086964675842 0.4135022964969872 0.20740905946714827
scl 0.6365176533710009 0.27963148327146736 0.4315121982531319 0.6412867406171323 0.18271846978746858 0.5168165646518404 0.7171523831573619 0.09508939985493298 0.41340985248078754 0.20736981286470973
sec 48943565870052.58 48679686352177.58 39040873909731.2 51847810476232.86 37308644461711.65 66808073382288.92 -64287099507829.75 45290736872479.164 48020054871390.766 17729209739970.516
clr 0.10922206416315106 0.6673802546505576 0.7046636530775678 0.5962835225882587 0.6166721980530627 0.2890693270134195 1.1058914851321775 0.1646179558287069 0.31779210291193716 0.8076654624353286
scl 0.10917927725303102 0.6672440197101005 0.7044038249593065 0.5961345475776224 0.6165424832520523 0.28898501717077485 1.1056827289153204 0.16458217362064048 0.3176287767428674 0.807438159586362
sec -59966674071966.87 -33572876450276.36 67085696827702.81 -45516843876778.02 65607422633011.28 10552977097308.691 30451140811150.723 10166441501369.03 69214499172652.305 16122658259296.88
clr 0.44113467592463695 0.4426067835066207 0.12423651791419674 0.2440496973611484 0.4474239688985103 0.20301732506523096 0.1733860482066553 0.13159559414527106 0.46547490190481006 0.11267306233450289
scl 0.44102214397893175 0.4425049591482033 0.12416108771253713 0.24397872741805054 0.4472972262282332 0.20296629375624822 0.17330437755404937 0.13157356817209692 0.46543043096517506 0.112642519177901
sec -69719689265028.7 -33196692249889.61 -69668391545506.195 50121539087607.734 -22968999633176.09 61786019757495.84 -7524867164211.131 -24231183787371.918 39117169756945.516 -49817109681833.06
clr 1.5598718235535554 0.6573716772564604 0.12869590799925593 1.0695053651433952 0.893472372190196 0.11527984448807872 0.1720276927745886 0.8186751707850313 0.45256460248733715 0.04179035871034753
scl 1.559230081889929 0.6571657091922447 0.1286567570863622 1.0691856982383658 0.8932187138523078 0.11524596656450113 0.17196359417083634 0.8183698320999621 0.45238418578493494 0.04177690466604918
sec 46986676111548.99 28975358318491.094 38499113136746.586 -46153057374149.2 -3385371761594.806 53866880325531.01 -48142995612657.664 -5505571029825.221 9116949873511.818 20099000445006.2
clr 1.0910845006457652 0.36552397268569703 0.06679791728527278 0.05913785176180458 0.05112392123044657 0.6632680401716939 0.4641574313702447 0.467576026701043 0.2681027200935648 0.5429729080482493
scl 1.0909506711936483 0.36537654334345643 0.06676056290691568 0.0591181878697475 0.051117526058101284 0.6631242258659499 0.4639839764914971 0.46749772868706063 0.26805880460130166 0.5428068858952653
sec 11690521955511.22 51758668026960.27 -42140065679857.68 -45069954602147.5 -44327232391116.09 36642255108811.51 39504530469704.195 -20674759530705.387 5727263545134.389 56527578638517.24
clr 0.16458212824255425 0.6253731008900689 0.32707506615443205 0.38806178950885245 0.8181443412943631 0.14585565204078713 0.5650951867636533 0.9380013940165516 0.39373958145126425 1.003261489419349
scl 0.1645253988699984 0.6252317262930007 0.32691846881769016 0.38796506765846717 0.8179253779032785 0.14579691481670193 0.5648821734584731 0.9376797882136061 0.3935695262743092 1.003001081507046
sec -3113631829811.895 -67163596894525.15 14414627087178.248 -13090922895995.854 -49163803407278.414 -39604207269691.58 -65556100879308.03 10612283699090.182 51813011357515.62 63238068135111.97
clr 0.1398631659415007 0.5432074914691744 0.16955321364401052 0.46206019762199013 0.45023944765429064 1.0305997187434883 0.27807268202505475 0.9300544815456367 0.4508174010721873 0.45561765091045325
scl 0.13978798827201258 0.543056963510603 0.16952256833288934 0.4619813551525223 0.4501707467276028 1.0303979653492226 0.27794380457557893 0.9299217089944538 0.45070479974206895 0.45546759712547796
sec -64434268133690.54 53093043175944.0 -65471930541352.914 -27194264944872.582 -49614836735437.484 -56869599678284.23 -29160893206275.355 57873450063096.77 57127222350095.266 -45534769423471.72
clr 0.776101445586503 1.2182359580010627 1.3275582065061728 0.1880642572932093 0.02144121209441677 0.4853230407052774 0.7838929238692642 1.1749454757969473 0.9497432832165343 0.09210547714295086
scl 0.7759341116321377 1.2179188992845855 1.327239861850923 0.18801119162393756 0.021433142284021368 0.48522206709282584 0.7836925930098383 1.1745037064059913 0.9494486206916058 0.09206244282330844
sec -60062357997282.695 -52494001363948.42 -24495919499708.69 37947099603583.914 40994166588362.77 -19682742734187.984 -49888481573662.664 -17937816457009.613 -46182137640194.82 32774026888314.49
